Serial_Number,5000-6900,5000-6909,5000-6906,5000-6941,5000-6900N,5000-6937,5000-6912,5000-6926,5000-6930,5000-6903,5000-6911,5000-6916,5000-6905,5000-6914,5000-6900_Luster,5000-6900_L,5000-6900_a,5000-6900_b,5000-6909_Luster,5000-6909_L,5000-6909_a,5000-6909_b,5000-6906_Luster,5000-6906_L,5000-6906_a,5000-6906_b,5000-6941_Luster,5000-6941_L,5000-6941_a,5000-6941_b,5000-6900N_Luster,5000-6900N_L,5000-6900N_a,5000-6900N_b,5000-6937_Luster,5000-6937_L,5000-6937_a,5000-6937_b,5000-6912_Luster,5000-6912_L,5000-6912_a,5000-6912_b,5000-6926_Luster,5000-6926_L,5000-6926_a,5000-6926_b,5000-6930_Luster,5000-6930_L,5000-6930_a,5000-6930_b,5000-6903_Luster,5000-6903_L,5000-6903_a,5000-6903_b,5000-6911_Luster,5000-6911_L,5000-6911_a,5000-6911_b,5000-6916_Luster,5000-6916_L,5000-6916_a,5000-6916_b,5000-6905_Luster,5000-6905_L,5000-6905_a,5000-6905_b,5000-6914_Luster,5000-6914_L,5000-6914_a,5000-6914_b,P0502,P0508,P0509,P0604,M7001,M7005,TH-6980,Target_luster,Target_L,Target_a,Target_b
GMPC05000190628,91,0.76,0,0.18,0,0.03,0,0,0,0,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,5.53,0,0,0,0,1.5,1,40.5,82.7,-0.7,7.3
P05000I44C23G47,49.29,12.42,3.22,25.13,0,0,0,0,0,0,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,6.94,0,0,0,0,1.5,1.5,19.5,36.4,-0.4,0.1
GMPC05000151706,14.51,26.23,16.26,32.6,0,0,0,0,0,0,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,7.46,0,0,0,0,0,2.94,5.4,29.4,0.7,0.9
GMPC05000171386,7.27,29.04,29.63,20.16,0,0,0,0,0,0,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,10.97,0,0,0,0,0,2.93,7.7,30,2.7,3.2
P05000I44C24Q39,91.07,0,0,0.03,0,0.01,0,0,0,0,0,0.01,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,4.38,0,0,0,0,1.5,3,61.5,91.1,-1.6,2.3
GMPC05000181699,86.74,0,0,0,0,0,0.06,0,0,0,0,0.03,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,8.67,0,0,0,0,1.5,3,6.6,87.2,-1.4,4
P05000I44C23F63,39.65,21.02,0,21.22,0,6.63,0,0,0,0,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,6.99,0,0,0,0,1.5,2.99,13.3,35.8,-1.9,0.6
GMPC05000160569,0.89,0,0,84.27,0,0,0,0,0,0,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,11.92,0,0,0,0,0,2.92,2.8,24.1,-0.5,-0.6
P05000I44C24F88,9.57,43.24,18.58,25.61,0,0,0,0,0,0,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,0,0,0,0,0,0,3,83.4,31.7,2.3,3.1
P05000I44C23G19,83.6,2.82,0.12,0.46,0,0,0,0,0,0,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,8.5,0,0,0,0,1.5,3,5.3,77.2,2.8,11.8
P05000I44C24C39,7.85,12.22,16.33,53.46,0,0,0,0,0,0,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,5.64,0,0,0,0,1.5,3,35.9,28.1,0.2,0.2
GMPC05000152266,96.5,0,0,0,0,0,0,0,0,0,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,1.5,0,0,0,0,0,2,82.7,91.9,-1.3,1.5
GMPC05000170867,95.57,1.47,0,0,0,0.05,0,0,0,0,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,0,0,0,0,0,0,2.91,61.7,86.7,1.3,14.4
GMPC05000152115,0,0,0,86.57,0,0,0,1.01,1.04,0,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,6.88,0,0,0,0,1.5,3,19.5,26.1,-0.4,-0.4
GMPC05000161364,1.51,0,0,0,0,0,0,0,0,92.53,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,3.05,0,0,0,0,0,2.91,74,38.9,47.9,21.6
P05000I44C20R66,89.09,0,0,0.05,0,0,0,0,0,0,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,7.86,0,0,0,0,1.5,1.5,17,86.9,-1.4,1.5
P05000I55C25O39,10.81,0,0,0,0,39.67,0,0,3.75,0,0,0,0,41.62,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,1.15,0,0,0,0,0,3,56.7,41,-26.9,15.7
P05000I55C24G75,83.95,6.72,0,3.19,0,0.32,0,0,0,0,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,2.83,0,0,0,0,0,2.99,77.1,61.4,-1.2,5.7
GMPC05000180990,96.63,0,0,0.03,0,0,0,0.32,0.09,0.02,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,0,0,0,0,0,0,2.99,58.1,85.2,-2.2,-3.9
P05000I55C23G54,95.91,0,0,0,0,0,0,0,0,0,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,1.09,0,0,0,0,0,3,85.3,93.1,-2.1,2.5
P05000I55C23R60,94.02,1.51,0.14,0.48,0,0,0,0,0,0,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,0.85,0,0,0,0,0,3,86.5,78.9,0.8,6.8
P05000I55C23R61,74.8,8.48,0.62,1.03,0,0,0,0,10.33,0,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,1.74,0,0,0,0,0,3,80.3,58.9,-18.5,-6.9
P05000I55C24E19,11,0,0,0.19,0,0,75.8,0,0,0,5.37,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,4.64,0,0,0,0,0,3,28.8,58.9,31.5,48.1
P05000I55C24P95,94,1.47,0,1.24,0,0,0,0,0,0,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,0.29,0,0,0,0,0,3,84.9,73.7,-0.8,3.5
P05000I55C24T56,13.15,0,0,0,0,43.99,36.42,0,0,1.08,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,2.36,0,0,0,0,0,3,71.4,41.8,-26,15.8
P05000I55C25H52,67.92,0,0,0,0,0,0.74,0,4.93,5.09,0,18.33,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,0,0,0,0,0,0,2.99,58.7,59.4,-26.3,7.8
P05000I55C23K68,96.68,0.32,0,0,0,0,0,0,0,0,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,0,0,0,0,0,0,3,84.8,90.3,1.5,5.8
P05000I55C23L45,95.73,0.3,0,0.06,0,0,0,0,0,0,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,0.91,0,0,0,0,0,3,49,89.1,-0.7,4.8
P05000I55C24G62,4.23,0,0,0,0,0,90.25,0,0,0,0.62,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,1.88,0,0,0,0,0,3.02,77.4,74.6,28.1,75.6
P05000I55C23D19,26.13,0,38.31,5.73,0,0,0,10.43,0,2.18,0,0,10.92,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,3.28,0,0,0,0,0,3.02,45.9,36.6,11.2,3.3
P05000I55C24G12,43.2,38.47,5.33,0,0,7.87,0,0,0,0,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,2.13,0,0,0,0,0,3,75.6,50.5,-9,14.4
GMPC05000151803,63.66,7.23,0,10.48,0,0,0,0,13.29,2.16,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,0.18,0,0,0,0,0,3,36.5,43,-7.5,-5.2
P05000I55C25F29,88.21,2.75,0.84,5.21,0,0,0,0,0,0,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,0,0,0,0,0,0,2.99,83,56.9,-0.1,1.8
P05000I55C25J48,93.04,1.46,0.16,1.48,0,0,0,0,0,0,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,0.86,0,0,0,0,0,3,84.2,69.8,-0.5,2.7
P05000I55C20H99,63.06,21.42,0,6.96,0,1.8,0,0,0,0,0,0.69,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,3.07,0,0,0,0,0,3,45.3,48.2,-1.9,6.7
GMPC05000191880,93.25,1.28,0,0.94,0,0.08,0,0,0,0,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,1.45,0,0,0,0,0,3,78.3,73.7,-1.2,3.5
P05000I55C24A54,85.35,2.02,0,4.28,0,0.13,0,0,0,0,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,3.72,0,0,0,0,1.5,3,65.6,58.5,-1.5,0.5
P05000I55C25L68,94.92,0.18,0,0.04,0,0.02,0,0,0,0,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,1.84,0,0,0,0,0,3,85.9,89.9,-1.1,4.9
P05000I84C24N88,81.37,0,0,0,0,0.92,0.57,0,2.37,0,0,9.48,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,2.29,0,0,0,0,0,3,74.8,72.8,-31.7,15.2
GMPC05000080616,14.84,0,0,0,0,0,0,39.84,42.58,0,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,0,0,0,0,0,0,2.74,83.4,32.1,0.6,-25.2
GMPC05000190317,46.86,0,0,0,0,0,48.34,0,0,0,0.37,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,1.43,0,0,0,0,0,3,77.4,80.4,18.9,69.7
GMPC05000190077,96.27,0.78,0,0,0,0.03,0,0,0,0,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,0,0,0,0,0,0,2.92,43.5,89,-0.2,11
P05000J86C21F89,96.94,0,0,0,0,0,0,0,0,0,0,0.06,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,0,0,0,0,0,0,3,85.8,92.1,-1.8,3
P05000J86C22T73,11.73,0,0,0,0,5.06,0.76,0,0,0.78,0,68.14,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,9.04,0,0,0,0,1.5,2.99,6.8,55.8,-32.3,32.3
P05000J86C23R04,89.54,3.14,0.55,1.18,0,0,0,0,0,0,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,2.58,0,0,0,0,0,3.01,78.1,68.6,1.5,6.7
P05000J86C24A40,75.52,3.43,4.35,4.07,0,0,0,0,0,0,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,8.13,0,0,0,0,1.5,3,5.7,53.4,3.5,3
P05000J86C24H46,6.01,41.4,7.38,34.91,0,0,0,0,0,0,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,7.3,0,0,0,0,1.5,1.5,5.2,29,0.3,1
