Serial_Number,5000-6900,5000-6909,5000-6906,5000-6941,5000-6900N,5000-6937,5000-6912,5000-6926,5000-6930,5000-6903,5000-6911,5000-6916,5000-6905,5000-6914,5000-6900_Luster,5000-6900_L,5000-6900_a,5000-6900_b,5000-6909_Luster,5000-6909_L,5000-6909_a,5000-6909_b,5000-6906_Luster,5000-6906_L,5000-6906_a,5000-6906_b,5000-6941_Luster,5000-6941_L,5000-6941_a,5000-6941_b,5000-6900N_Luster,5000-6900N_L,5000-6900N_a,5000-6900N_b,5000-6937_Luster,5000-6937_L,5000-6937_a,5000-6937_b,5000-6912_Luster,5000-6912_L,5000-6912_a,5000-6912_b,5000-6926_Luster,5000-6926_L,5000-6926_a,5000-6926_b,5000-6930_Luster,5000-6930_L,5000-6930_a,5000-6930_b,5000-6903_Luster,5000-6903_L,5000-6903_a,5000-6903_b,5000-6911_Luster,5000-6911_L,5000-6911_a,5000-6911_b,5000-6916_Luster,5000-6916_L,5000-6916_a,5000-6916_b,5000-6905_Luster,5000-6905_L,5000-6905_a,5000-6905_b,5000-6914_Luster,5000-6914_L,5000-6914_a,5000-6914_b,P0502,P0508,P0509,P0604,M7001,M7005,TH-6980,Target_luster,Target_L,Target_a,Target_b
P05000M01C23W99,1.29,77.61,12.14,0.9,0,0,0,0,0,0,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,5.06,0,0,0,0,1.5,1.5,39.9,41.6,16,19.9
P05000M01C23W58,83.76,3.28,0.28,2.95,0,0,0,0,0,0,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,5.23,0,0,0,0,1.5,3,39,61.3,-0.1,3.8
P05000M01C23X01,32.49,1.22,0,50.02,0,3.29,0,0,0,0,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,9.97,0,0,0,0,1.5,1.51,6.9,28.8,-1,-1.3
P05000M01C24A63,6.93,63.86,18.63,1.85,0,0,0,0,0,0.42,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,5.32,0,0,0,0,1.5,1.49,28,40.7,16.4,16.7
P05000M01C24B55,73.87,0,0,0,0,0,0,6.97,9,0,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,5.66,0,0,0,0,1.5,3,25.5,56.3,-10.3,-32.3
P05000M01C24B84,37.57,2.56,0,0,0,0,47.85,0,0,0,1.19,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,6.33,0,0,0,0,1.5,3,22.1,72.4,21.1,58.3
P05000M01C24A94,23.88,0,0,0,0,0,0,0,0,0,70.22,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,1.4,0,0,0,0,1.5,3,27.4,53.5,56.1,37
P05000M01C24E73,19.56,38.61,0,0,0,28.42,0,0,0.83,0,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,8.08,0,0,0,0,1.5,3,14,43.5,-20.3,11.7
P05000M01C24G30,14.13,22.87,33.15,23.36,0,0,0,0,0,0,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,3.48,0,0,0,0,0,3.01,65.1,31.9,4.5,3.5
P05000M01C24G31,83.51,3.08,0.11,1.72,0,0,0,0,0,0,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,7.08,0,0,0,0,1.5,3,27.8,66.2,0.4,5.3
P05000M01C24R46,19.41,35.5,17.84,15.99,0,0,0,0,0,0,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,8.26,0,0,0,0,0,3,21,32.9,3.1,3.8
P05000M01C24H31,3.02,0,2.28,79.93,0,0,0,0,0,0,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,10.27,0,0,0,0,1.5,3,3.6,25.4,-0.5,-0.5
P05000M01C24K50,87.9,0.71,0.05,0,0,0,0,0,0,0,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,6.84,0,0,0,0,1.5,3,22.3,89.3,3.1,13.7
P05000M01C24O89,10.46,31.05,5.43,41.76,0,0,0,0,0,0,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,6.8,0,0,0,0,1.5,3,27.3,28.5,-0.5,0.3
P05000M01C24T69,84.56,1.75,0.11,0.35,0,0,0,0,0,0,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,8.73,0,0,0,0,1.5,3,8.6,77.8,1.3,8.3
P05000M01C24T53,27.7,18.11,14.24,29.47,0,0,0,0,0,0,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,5.98,0,0,0,0,1.5,3,24.7,32.2,0.8,0.8
P05000M01C24V45,47.53,17.32,7.15,17.39,0,0,0,0,0,0,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,6.11,0,0,0,0,1.5,3,15.6,37.5,0.9,1.7
P05000M01C24W63,84.28,6.47,0.5,2.51,0,0,0,0,0,0,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,3.24,0,0,0,0,0,3,52.5,65.5,2.1,9.6
P05000M01C25B04,87.5,2.48,0,1.63,0,0,0,0,0,0,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,5.39,0,0,0,0,0,3,39.6,68.2,-0.5,4.1
P05000M01C25S13,0,0.11,0,0.65,87.14,0,0,0,0,0,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,7.6,0,0,0,0,1.5,3,9.6,75.5,-0.9,0.9
P05000M01C25K26,18.26,65.15,7.2,0.77,0,0,0,0,0,0,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,4.12,0,0,0,0,1.5,3,27.4,50.1,17.4,25.6
P05000M01C25L50,46.7,13.56,3.01,24.4,0,0,0,0,0,0,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,7.83,0,0,0,0,1.5,3,9.8,34.9,-0.6,-0.3
P05000M01C25N05,50.3,11.32,2.46,22.26,0,0,0,0,0,0,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,9.16,0,0,0,0,1.5,3,1.5,36.1,-0.3,0.1
P05000M01C25N72,17.66,2.88,0,0,0,0,76.13,0,0,0,0.33,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,0,0,0,0,0,0,3,58,74.9,21.5,71.1
P05000M01C25N73,86.93,1.05,0,2.31,0,0.09,0,0,0,0,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,5.12,0,0,0,0,1.5,3,23.3,64.1,-1.3,0.9
P05000M01C25Q83,37.18,0,0,1.64,0,0,0,11.9,36.58,0.59,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,7.61,0,0,0,0,1.5,3,13.7,39.1,-10.4,-24.1
P05000M01C23C28,82.99,3.64,0,0.04,0,0.04,0,0,0,0,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,8.79,0,0,0,0,1.5,3,9.6,83.6,1.2,15.5
P05000M01C22U73,90.23,0.1,0,0.04,0,0,0,0,0,0,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,5.14,0,0,0,0,1.5,2.99,17.3,90,-1,3.4
P05000M01C22S41,31.66,15.8,7.3,34.76,0,0,0,0,0,0,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,5.98,0,0,0,0,1.5,3,28.5,32,-0.1,0.1
P05000M01C21G83,95.17,0.68,0,0,0,0,0,0,0,0,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,1.14,0,0,0,0,0,3.01,80.5,91.4,1,10
P05000M01C22P93,3.67,24.39,6.01,0,0,56.76,0,0,0,0,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,4.67,0,0,0,0,1.5,3,48.6,32.4,-9.9,3.3
P05000M01C23A70,54.29,0,0,23.38,0,0,0,3.6,5.28,2.09,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,6.86,0,0,0,0,1.5,3,20.2,36.2,-2.1,-3.6
P05000M01C22I08,78.9,9.25,0,0.71,0,0.17,0,0,0,0,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,6.47,0,0,0,0,1.5,3,30.3,69.5,1.3,15.2
P05000M01C21U19,85.5,2.75,0.29,0.9,0,0,0,0,0,0,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,7.56,0,0,0,0,1.5,1.5,11.5,70.9,0.8,5.8
P05000M08C22K12,85.33,1.39,1.81,8.47,0,0,0,0,0,0,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,0,0,0,0,0,0,3,79.2,51.3,0,-0.6
P05000M08C24G43,71.21,1.64,0,16.37,0,7.78,0,0,0,0,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,0,0,0,0,0,0,3,84.5,43.5,-5.2,-1.6
P05000M08C22S73,47.97,0,0,0,0,0,1.06,0,47.97,0,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,0,0,0,0,0,0,3,82.1,46.8,-22.9,-30.4
P05000M08C20S36,19.53,0,0.44,0.02,0,0,7.1,0,0,0,0,69.91,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,0,0,0,0,0,0,3,82.8,76,6.8,66.1
P05000M08C22O64,57.93,19.95,0,20.7,0,0.42,0,0,0,0,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,0,0,0,0,0,0,1,82.4,39.8,-1,1.5
P05000M08C23A38,33.48,9.57,0,0,0,0,0,0,43.2,0,0,0,4.9,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,4.35,0,0,0,0,1.5,3,57.7,41.2,-17.9,-18.2
P05000M08C23H79,88.22,6.27,0.97,1.55,0,0,0,0,0,0,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,0,0,0,0,0,0,2.99,85.6,66.8,2.1,10.6
P05000M08C23K03,5.09,0,0,1.43,0,0,24.29,0,0,66.19,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,0,0,0,0,0,0,3,84.4,33.6,18.7,9
P05000M08C24T73,88.99,1.98,0.31,5.72,0,0,0,0,0,0,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,0,0,0,0,0,0,3,85.5,57.1,-0.9,0.2
P05000M08C23T80,18.8,0,0,0,0,0,0.03,0,78.36,0,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,0,0,0,0,0,0,2.81,84.8,36.9,-11.1,-28.8
P05000M08C25K92,94.03,0,0,0,0,0,0,0.03,0,2.94,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,0,0,0,0,0,0,3,86.5,73.6,17.6,-2
P05000M08C25O99,8.08,0,0,0,0,0,0,77.34,11.58,0,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,0,0,0,0,0,0,3,82.2,29.1,3.9,-17.5
P05000M08C23I49,96.29,0.71,0,0,0,0,0,0,0,0,0,0,0,0,85,92.1,-1.4,0.9,90,56.3,20.3,43.1,81,36.4,25.7,15.9,85,25.4,-0.3,-0.3,85,91.69,-1.5,1,82,32.7,-25.5,4.4,84,72.4,12.8,76.1,82,26.7,5.3,-11.5,82,29.4,-2.6,-22.7,82,37.3,43.2,20.3,83,49,54.5,37.5,81,76.2,-6.9,69.5,84,34.23,43.58,16.55,86,76.7,5.4,71.7,0,0,0,0,0,0,3,87.8,89.7,1.8,10.8
